Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2839_English.wav," I THINK SO. NO, NO, NO.","['I', 'THINK', 'SO.', 'NO,', 'NO,', 'NO.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2840_English.wav, SO I,"['SO', 'I']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2841_English.wav, NOW THE ORANG UTASA AND THE BIG GIRL,"['NOW', 'THE', 'ORANG', 'UTASA', 'AND', 'THE', 'BIG', 'GIRL']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2843_English.wav, BUT THE LEAF HAS FALL.,"['BUT', 'THE', 'LEAF', 'HAS', 'FALL.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2846_English.wav," OH, SO WHAT HAPPENED?","['OH,', 'SO', 'WHAT', 'HAPPENED?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2847_English.wav, WATER EVERYWHERE!,"['WATER', 'EVERYWHERE!']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2850_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2852_English.wav," OH, OUCH, OUCH, OUCH, OUCH.","['OH,', 'OUCH,', 'OUCH,', 'OUCH,', 'OUCH.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2854_English.wav, IT'S A BIT...,"[""IT'S"", 'A', 'BIT...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2855_English.wav, IT'S NOT PAINFUL.,"[""IT'S"", 'NOT', 'PAINFUL.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2856_English.wav, WHAT ARE WE COVERING YOU?,"['WHAT', 'ARE', 'WE', 'COVERING', 'YOU?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2858_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2860_English.wav, BECAUSE THERE'S WHOLE WHAT,"['BECAUSE', ""THERE'S"", 'WHOLE', 'WHAT']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2864_English.wav, THERE IS THE SHIP.,"['THERE', 'IS', 'THE', 'SHIP.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2865_English.wav, SEE YOU NEXT TIME.,"['SEE', 'YOU', 'NEXT', 'TIME.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2866_English.wav, ON THE,"['ON', 'THE']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2868_English.wav," SO, MY HEART PLANS TO THE ORANG UTANS.","['SO,', 'MY', 'HEART', 'PLANS', 'TO', 'THE', 'ORANG', 'UTANS.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2871_English.wav, BODY OH,"['BODY', 'OH']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2872_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2874_English.wav, WHAT WAS THAT?,"['WHAT', 'WAS', 'THAT?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2875_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2877_English.wav, SO IT'S ALL...,"['SO', ""IT'S"", 'ALL...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2878_English.wav, WITH WATER.,"['WITH', 'WATER.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2880_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2881_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2882_English.wav, SO NOW.,"['SO', 'NOW.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2883_English.wav, THE ORAL,"['THE', 'ORAL']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2884_English.wav, HE'S SO CLEVER.,"[""HE'S"", 'SO', 'CLEVER.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2885_English.wav, DUMB,['DUMB']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2886_English.wav, SO HE PLUCKED,"['SO', 'HE', 'PLUCKED']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2887_English.wav, BIG.,['BIG.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2888_English.wav, NOW THE BIG,"['NOW', 'THE', 'BIG']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2890_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2894_English.wav, NOT A...,"['NOT', 'A...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2896_English.wav, WHAT?,['WHAT?']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2897_English.wav, BRAVO!,['BRAVO!']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2899_English.wav, BODY!,['BODY!']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2900_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2901_English.wav, BAGI ORANG UTAMA,"['BAGI', 'ORANG', 'UTAMA']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2904_English.wav," ALL AROUND US, YES.","['ALL', 'AROUND', 'US,', 'YES.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2906_English.wav," YA, IA MENUTUP BADAN.","['YA,', 'IA', 'MENUTUP', 'BADAN.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2907_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2908_English.wav, NOW HE'S...,"['NOW', ""HE'S...""]"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2910_English.wav," NO, THE REALLY...","['NO,', 'THE', 'REALLY...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2911_English.wav, VERY HAPPY.,"['VERY', 'HAPPY.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2913_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2914_English.wav, THE ORAL DATA MANAGED TO COVER,"['THE', 'ORAL', 'DATA', 'MANAGED', 'TO', 'COVER']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2917_English.wav, HIMSELF NOW GONNA WANT,"['HIMSELF', 'NOW', 'GONNA', 'WANT']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2918_English.wav," NO, NO, NO.","['NO,', 'NO,', 'NO.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2919_English.wav, ORANGUTAN PO.,"['ORANGUTAN', 'PO.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2921_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2923_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2926_English.wav, BYE.,['BYE.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2927_English.wav," NO, THIS.","['NO,', 'THIS.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2929_English.wav, THE RING GET HEAVIER BUT THEY LIKE ME ACCOMPANIED,"['THE', 'RING', 'GET', 'HEAVIER', 'BUT', 'THEY', 'LIKE', 'ME', 'ACCOMPANIED']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2931_English.wav, SO NOW THERE'S DARK CLOUDS EVERYWHERE.,"['SO', 'NOW', ""THERE'S"", 'DARK', 'CLOUDS', 'EVERYWHERE.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2933_English.wav," ALSO, I...","['ALSO,', 'I...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2934_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2935_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2937_English.wav, ARE YOU READY?,"['ARE', 'YOU', 'READY?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2940_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2941_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2944_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2946_English.wav, ORANG UTAMA FAHAM?,"['ORANG', 'UTAMA', 'FAHAM?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2949_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2950_English.wav, AND RUN.,"['AND', 'RUN.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2953_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2955_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2957_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2959_English.wav," RUN! OH, YOU KNOW I'M RUNNING!","['RUN!', 'OH,', 'YOU', 'KNOW', ""I'M"", 'RUNNING!']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2960_English.wav, I,['I']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2961_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2962_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2963_English.wav, I'M,"[""I'M""]"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2964_English.wav, SO OUR...,"['SO', 'OUR...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2965_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2966_English.wav, THE LIST,"['THE', 'LIST']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2967_English.wav, HE TRIED TO RUN AS FAST AS HE COULD.,"['HE', 'TRIED', 'TO', 'RUN', 'AS', 'FAST', 'AS', 'HE', 'COULD.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2968_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2969_English.wav, YOU,['YOU']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2971_English.wav," RUN, RUN, RUN, RUN, RUN. YES.","['RUN,', 'RUN,', 'RUN,', 'RUN,', 'RUN.', 'YES.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2972_English.wav, GET RUN.,"['GET', 'RUN.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2973_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2974_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2977_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2978_English.wav," OH, YOU RUN ABOUT. YES.","['OH,', 'YOU', 'RUN', 'ABOUT.', 'YES.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2979_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2980_English.wav," YOU KNOW, HE COMES UNDER.","['YOU', 'KNOW,', 'HE', 'COMES', 'UNDER.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2981_English.wav, THAT LOOKS LIKE A...,"['THAT', 'LOOKS', 'LIKE', 'A...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2982_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2983_English.wav, BUT PEOPLE GET SHELTERED.,"['BUT', 'PEOPLE', 'GET', 'SHELTERED.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2986_English.wav, WHAT IS IT?,"['WHAT', 'IS', 'IT?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2989_English.wav, E AÍ,"['E', 'AÍ']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2990_English.wav, HMM.,['HMM.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2991_English.wav," WELL, IS IT?","['WELL,', 'IS', 'IT?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2992_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2993_English.wav, IT MAY BE.,"['IT', 'MAY', 'BE.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2994_English.wav, DO YOU THINK?,"['DO', 'YOU', 'THINK?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2996_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2997_English.wav, MWAH!,['MWAH!']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2998_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_2999_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3001_English.wav, THE AURA,"['THE', 'AURA']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3002_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3003_English.wav, FIND A SHELTER UNDER THE...,"['FIND', 'A', 'SHELTER', 'UNDER', 'THE...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3004_English.wav, FREE AND HE'S NOW,"['FREE', 'AND', ""HE'S"", 'NOW']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3005_English.wav, HIMSELF AWAY FROM THE WORLD.,"['HIMSELF', 'AWAY', 'FROM', 'THE', 'WORLD.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3007_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3008_English.wav, BUT SINCE DAYS,"['BUT', 'SINCE', 'DAYS']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3009_English.wav, IT SEEMS LIKE THERE'S...,"['IT', 'SEEMS', 'LIKE', ""THERE'S...""]"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3013_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3014_English.wav, JADI DIA MASIH MEMPUNYAI...,"['JADI', 'DIA', 'MASIH', 'MEMPUNYAI...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3015_English.wav, SOME,['SOME']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3017_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3018_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3019_English.wav, WHAT WILL HAPPEN NEXT?,"['WHAT', 'WILL', 'HAPPEN', 'NEXT?']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3020_English.wav, OKAY. YOU SEE AROUND.,"['OKAY.', 'YOU', 'SEE', 'AROUND.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3021_English.wav, WILL BE DRENCHED IN,"['WILL', 'BE', 'DRENCHED', 'IN']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3022_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3023_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3025_English.wav, OH.,['OH.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3028_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3029_English.wav, OKAY.,['OKAY.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3032_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3033_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3034_English.wav," SO NOW, ACTUALLY THERE IS NOT","['SO', 'NOW,', 'ACTUALLY', 'THERE', 'IS', 'NOT']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3036_English.wav, SHHH!,['SHHH!']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3037_English.wav, IS A SHOW,"['IS', 'A', 'SHOW']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3038_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3039_English.wav, IT'S A...,"[""IT'S"", 'A...']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3040_Mandarin.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3041_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3042_English.wav, WHAT HOW DOES BUT FLY,"['WHAT', 'HOW', 'DOES', 'BUT', 'FLY']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3045_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3047_English.wav, FOOT FLOW. SHOW ME HOW.,"['FOOT', 'FLOW.', 'SHOW', 'ME', 'HOW.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3048_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3049_English.wav, FLIGHT,['FLIGHT']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3050_English.wav, BYE-BYE.,['BYE-BYE.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3051_English.wav, YES.,['YES.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3052_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3053_English.wav, BUT THERE'S SOME.,"['BUT', ""THERE'S"", 'SOME.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3054_English.wav, BUT THAT THE ORANGUTAN CAN'T,"['BUT', 'THAT', 'THE', 'ORANGUTAN', ""CAN'T""]"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3055_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3056_English.wav, TO HIKE HIMSELF FROM,"['TO', 'HIKE', 'HIMSELF', 'FROM']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3057_English.wav, SCREEN.,['SCREEN.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3058_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3059_English.wav, YOU CANNOT HIDE UNDER THE BIRD'S LEG.,"['YOU', 'CANNOT', 'HIDE', 'UNDER', 'THE', ""BIRD'S"", 'LEG.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3060_English.wav, WHERE DOES HE,"['WHERE', 'DOES', 'HE']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3063_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3065_English.wav, HE ABANDONED THE,"['HE', 'ABANDONED', 'THE']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3068_English.wav, AND HE RUN AND RUN BUT THIS LIKE,"['AND', 'HE', 'RUN', 'AND', 'RUN', 'BUT', 'THIS', 'LIKE']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3071_English.wav, BOOM BOOM BOOM,"['BOOM', 'BOOM', 'BOOM']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3072_English.wav, SO.,['SO.']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3073_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3074_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3075_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3077_English.wav, OH,['OH']
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3078_English.wav,,[]
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3079_English.wav, IT SO NOW WHAT,"['IT', 'SO', 'NOW', 'WHAT']"
TTS_P73850TT_VCST_ECxxx_02_AO_98277298_v001_R003_CRR_MERLIon-CCS_segment_3080_English.wav, APA YANG BERLAKU?,"['APA', 'YANG', 'BERLAKU?']"
