file_name,Transcription Zipformer,Transcription whisper
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1401_English.wav,YOU SEE ITS A MORE,嗯 YOU SEE THE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1402_English.wav,,SURVIVE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1403_English.wav,,第 十 五
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1404_English.wav,BYE,哇
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1405_English.wav,GRACIAS,爱 的 同 理
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1406_English.wav,BYE,对 FINE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1407_English.wav,PORRA,OF
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1408_English.wav,ACTUALLY HES MOVING ON TO,JULIE IS ON TO
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1409_English.wav,THANK YOU,嗯
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1410_English.wav,FLAMINGO ,THE MINGLE 诶 诶 哦
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1411_English.wav,ITS ACTUALLY NOT AN UMBRELLA ITS ACTUALLY A FLAMINGO UH OH,THE STATIONMAN UMBRELLA IS TWO OF THE MINGLE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1412_English.wav,YOU BETTER FIND ANOTHER SHELTER,YOU RETIFIED ANOTHER SHOUT OF LEAVE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1413_English.wav,THE LIGHTNING COMING,哟 你 干 嘞
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1414_English.wav,YOU RUN RUN RUN,O ONLY RUNNER 呢 没 问 题
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1416_English.wav,DO YOU REMEMBER THE EVENT,里 面 都 为 一
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1417_English.wav,WHERE DID HE GO AFTER THAT,为 你 已 过 对 不 对
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1418_English.wav,BYE,V
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1419_English.wav,,啊 你 怎 么 拿 到
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1420_English.wav,CAN WE SEE IT,A LARGE GIVE US
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1421_English.wav,OH YOUVE GOT ANOTHER SHOW,哦 一 方 拿 来 的 消 息
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1422_English.wav,ITS A SHELTER RUN RUN RUN TO THE SHELTER,你 稍 等 你 RUN RIGHT
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1423_English.wav,AND THEN YOU JUST,你 刚 安 的 你 只
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1424_English.wav,I THINK,哎
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1425_English.wav,IT WAS FUN,嗯 不 是
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1426_English.wav,HE WENT UNDER THE ELEPHANT HE SAID ELEPHANT,你 们 得 得 离 伯 你 现 在 离 翻
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1427_English.wav,YES WE SEE OKAY,YES WE C O K S E V C
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1428_English.wav,YOU ARE WRONG HE WENT TO HIDE UNDER THE ELLIPSE,YOU ARE WRONG YOU WILL DEFINE YOU WILL DO I UNDERSTAND ANY
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1429_English.wav,FUN SEE YOU AGAIN LITERALLY,HER 你 记 一 下 用 哪 里
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1430_English.wav,BYE,十 分
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1432_English.wav,THANK YOU,嗯 对
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1433_English.wav,BECAUSE HE THOUGHT IT WAS AN UMBRELLA,没 关 系 倒 一 个 咱 们 没 了 一 道 一 下
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1434_English.wav,OOPS,HOPES OR OF
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1435_English.wav,IM HUGGING IT IN,那 它 给 你 的
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1438_English.wav,VI HAR DET ALLEREDE PÅ,你 很 白 丽 你 好 的
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1440_English.wav,AND OH OH THEY RUN RUN RUN AGAIN I BETTER FIND ANOTHER SHELTER,THEN ONLY HE RUN AROUND THE GATE I BETTER FIND ANOTHER SHELFAR
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1441_English.wav,WHERE DID HE WANT TO BE,THERE WILL BE EVEN TO DO
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1442_English.wav,BYE,选 了 吗
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1443_English.wav,IF I ANOTHER RELATIVE,嗯 IF I ANOTHER RELATIVE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1444_English.wav,OH,哦
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1445_English.wav,LOOK WHERE HE WENT,那 WHERE HE RAN
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1446_English.wav,1 2 1 WATER,DO LAY LIE DOWN
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1447_English.wav,LIKE,嗯 来 写
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1448_English.wav,THANK YOU,你 来 呢
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1449_English.wav,MOMMY SHES MOMMY,嗯 妈 咪 就 是 妈 咪
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1450_English.wav,O QUE ISSO NÃO ME,ITS MONEY
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1451_English.wav,HE WENT TO HIS MOMMY,DO YOU WANT DO HIS MONEY WHY
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1452_English.wav,MOMMY,M E Y
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1453_English.wav,,AS
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1454_English.wav,HMM,嗯
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1455_English.wav,WHY BECAUSE HE WAS,喂 BECAUSE HE WAS
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1456_English.wav,LIKE YOU YOU ALWAYS RUN TO MY,来 又 油 为 什 么 让 你 读 了
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1457_English.wav,THANK YOU,你 的 以 内 的 方 面
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1458_English.wav,,这 些 写 红 了 吗
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1459_English.wav,,EACH
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1460_English.wav,VAI RODY,FLY FOREIGN AND DOES
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1461_English.wav,WHY HOLDING AND CARRYING,哇 活 电 影
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1462_English.wav,AND CARRY,B N K E
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1463_English.wav,SHE CARRIED HIM WITH ONE HAND AND THEN SHE HOLDS THE LEAF ON ONE HAND,咦 TO CARRY HIM ONE HAND AND SHE HOLDS THE LEAF ON ONE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1464_English.wav,HAND SO THEY BOTH DONT,咳 人 对 SO THEY BOTH STOP
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1465_English.wav,WET COVER HIM WITH THE LOOSE SO THAT HE DONT GET WET FROM THE RAIN,给 位 去 看 估 计 你 的 速 度 集 中 给 锐 方 面
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1466_English.wav,REMEMBER THAT DAY WHEN MUMMY WENT TO PICK YOU UP THEN MUMMY TAKE THAT UMBRELLA,嗯 REMEMBER THE BEG YOUR MUMMY THEY ARE RELATE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1467_English.wav,SAMA KAN MAK BAWA KAMU KAN MAK BAWA KAMU SATU TANGAN DAN MAK BAWA PANGGILAN,SAVE MERE MUMMY CARRY YOU SAVE RIGHT MUMMY CARRY YOU ONE HAND AND LET ME HOPE THAT
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1468_English.wav,RIGHT MUMMY CARRY YOU SAME RIGHT,喂 MUMMY CAN YOU SAY MY MUMMY
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1470_English.wav,AMIGOS,没 错 等 边 了
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1471_English.wav,MAMÁ,咱 们
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1472_English.wav,BUENO,YES
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1473_English.wav,THANK YOU,哎
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1474_English.wav,,B
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1475_English.wav,THANK YOU,还 有 什 么
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1476_English.wav,THANK YOU,HAS
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1477_English.wav,AND CHANGE AGAIN NEXT,YOU CHANGE AGAIN NEXT
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1478_English.wav,THANK YOU,我 听
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1479_English.wav,,就
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1480_English.wav,THEN THE RINGS,THEN THE RAINS
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1481_English.wav,STOP LOOK AT IT THEN THE SUN COME OUT ITS LIKE THE SUN,STOP MAYBE WHEN THE SUN COME ON HE SAID SUDDENLY
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1482_English.wav,ありがとうございました,好 接 下 来
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1483_English.wav,YEAH,意 思 嗯
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1484_English.wav,TERIMA KASIH,哦 非 常 对 的 RAINSON 的 香 牛 肯
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1485_English.wav,THANK YOU,REGREE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1486_English.wav,THAT ASSIGNED HIM,哎 这 三 题
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1487_English.wav,THANK YOU,暂 停
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1488_English.wav,VA SI SIN DESCANSO YA NO ES SIN DESCANSO,FROM TO SEE THE STUDY 就 算 你 信 息
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1489_English.wav,,什 么
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1490_English.wav,GRACIAS,嗯 I HAVE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1491_English.wav,YEAH THEYRE NOT MAKING,THEY ARE 怎 么 没 写
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1492_English.wav,CARRIED ME,铁 路 部 分
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1493_English.wav,BYE,哎 我 喜 欢 这 么 毕
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1494_English.wav,THAT YOU YOU ALSO PROBABLY THE CARRIER,MEETING THEN YOU USE ME TO CARRY YOU
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1495_English.wav,THE KBUA,R I D A
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1496_English.wav,WHY KEEP ON HEARING,WHY DO YOU WANT HERE
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1499_English.wav,THANK YOU,我 喜 欢 思 考 的
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1500_English.wav,THANK YOU,什 么
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1501_English.wav,YES,THERE 你
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1502_English.wav,THANK YOU NEXT QUESTION,你 给 你 写
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1503_English.wav,OKAY THATS IT,HE DIDNT
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1504_English.wav,UNTUK FINISH DIA,嗯 我 FINISH D 诶
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1505_English.wav,AND,哎
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1506_English.wav,BYE DAD,WE GET
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1507_English.wav,OH THEYRE NICE,IN OF LAND
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1508_English.wav,OH,嗯
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1510_English.wav,,嗯 对
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1511_English.wav,HELLO,IM
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1512_English.wav,,B A
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1513_English.wav,,嗯 离
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1514_English.wav,THE END,哎 你 啊
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1515_English.wav,MERCI,诶 怎 么
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1516_English.wav,MONKI HAS SOME COLOR PENCILS AND PAINTBRUSHES,DONT HE HAS SOME KIND OF PENCIL AND PAIN BREAD
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1517_English.wav,PAIN BREAK,拼 读
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1518_English.wav,BYE,什 么 意 思
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1520_English.wav,YEAH,呀
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1521_English.wav,WAIT WAIT WAIT DONT CLOSE MY EYES,诶 没 为 什 么 明 白 你 的 筒 的 案 例 都 说 出 来 了
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1522_English.wav,,再
TTS_P42566TT_VCST_ECxxx_03_AO_98736903_v001_R007_CRR_MERLIon-CCS_segment_1523_English.wav,SO THANK YOU FOR THAT,呃 THANK YOU FOR THAT
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1524_English.wav,AND YEAH YOU CAN BEGIN,AND ON YEAH YOU CAN BEGIN
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1526_English.wav,SHES A BOOK,IS A BOOK
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1527_English.wav,IS CALLED WHAT A SCARY STORM,WHO IS COME WHAT IS CARRY STORM
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1529_English.wav,ORANGE ARMING,ORANGE ARMY 嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1531_English.wav,,嗯 嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1533_English.wav,MOMMY,对 喂
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1535_English.wav,,这 个
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1536_English.wav,WHERE IS THIS,WITH THIS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1537_English.wav,PEACE,IS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1538_English.wav,AMÉM,I MEAN
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1539_English.wav,JUNGLE ALL RIGHT,JUNGLEY
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1541_English.wav,PLEASE,PLEASE
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1543_English.wav,IN A JUNGLE,IN A JUNGLE
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1545_English.wav,KENAPA DIA MENYENTUHNYA,WHERE IS DOCTOR 嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1546_English.wav,I THINK THERE IS A RAINDROP FROM THE CLOUD,I THINK THERE IS A RAINBROK FROM THE CLOUD IS IT
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1548_English.wav,SÍ,嗯 嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1549_English.wav,OH NO,嗯 喽
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1550_English.wav,LETS SEE NEXT PLEASE,ALWAYS HE LIKES THIS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1551_English.wav,THANK YOU,嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1555_English.wav,IT IS RAINING SO HEAVILY,IT IS RAINING SO HEAVILY I
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1557_English.wav,YOUR WARMING IS RARE IS HE RARE,A MINIS WELLIS HE RARE
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1558_English.wav,OKAY,嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1560_English.wav,WHAT IS HE TRYING TO DO,IS WHAT IS HE TRYING TO DO 嗯
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1561_English.wav,CLEVER CLEVER ARMY,CLEVER CLEVER ARMY
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1562_English.wav,HE ACTUALLY PLUCKED A BIG LEAF AND COVERED HIS HEAD TO PROTECT HIMSELF FROM THE RAIN,HE ACTUALLY OR COVER HIS HEAD TO PROTECT HIMSELF FROM THE RAIN
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1564_English.wav,WHEN ITS RAINING HOW DO YOU PUT THAT IN,DO WE NEED SWIMMINGHOW DO YOU
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1565_English.wav,TCHAU TCHAU,下 一 次
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1566_English.wav,DO WE DO THAT,有 没 这 个 啊
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1567_English.wav,,BROTHER SO 啊
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1568_English.wav,IS DOING THE SAME THING HES TAKING A,IS DOING THE SAME THING HES TAKING A
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1569_English.wav,BIG LEAF IN THE JUNGLE AND PROTECTING HIMSELF FROM THE RAIN,BIG LEAF IN THE JUNGLE AND PROTECTING HIMSELF FROM THE RAIN
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1570_English.wav,IS HE VERY WET,IS HE VERY WELL
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1571_English.wav,PLEASE,IS PLEASED
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1572_English.wav,ご視聴ありがとうございました,我
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1576_English.wav,IT DONT HAVE THE SOUND,YOU HAVE A SONG
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1577_English.wav,GOING TO APPEAR,怎 么 拼
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1578_English.wav,YEAH,YEAH
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1579_English.wav,YEP,点
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1580_English.wav,THE NEXT PAGE ALL RIGHT,呃 NEXT WEEK ALL RIGHT GAME
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1581_English.wav,NEXT,THIS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1582_English.wav,CHANGE,哈
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1583_English.wav,A BIG LEAF RIGHT,嗯 BE BE FREE
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1584_English.wav,O RITO DO ESMÓVEL,哦 你 读 个 SMART
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1585_English.wav,LEAVE IM SORRY SO HE TOOK A,IF IM SORRY SO HE WAS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1586_English.wav,ALL LIVE JUST NOW BUT ITS,ALL LIVE JUST NOW BUT ITS
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1587_English.wav,ITS STILL RAINING AND HEAT IS STILL WET,STILL RAINING AND HE STILL RED
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1588_English.wav,TO DO,TO DO BE
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1589_English.wav,YES I MEAN,YES IM
TTS_P96375TT_VCST_Exxxx_01_AO_54731399_v001_R007_CRR_MERLIon-CCS_segment_1590_English.wav,AMIN IS SO CLEVER HES TAKING A BIGGER LEAF NOW,ARMY IS SO CLEVER SPEAKING OF BIGGER LIFE NOW IS
